Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Status
244.8123988,-1.079485655,-0.101454295,9.361627579,-0.00146331,0.002926619,0.002660563,0.04081583,-0.012711182,-0.37319088,33.78750229,25.61250114,-16.74375153,Good
244.9123988,-1.060631394,-0.101454295,9.361627579,0.001729366,0.002926619,0.000399084,0.040968895,-0.01255805,-0.37319088,33.65625,25.57500076,-16.65000153,Good
245.0123988,-1.060631394,-0.082300685,9.361627579,-0.001596338,-0.004922042,-0.004922042,0.041275144,-0.011715829,-0.37395668,33.60000229,25.53750038,-16.70625114,Good
245.1123988,-1.079485655,-0.082300685,9.380781174,0.003990844,0.00212845,-0.00146331,0.042347074,-0.008653276,-0.374263763,33.58125305,25.51875114,-16.59375,Good
245.2123988,-1.079485655,-0.063147068,9.342473984,-0.002660563,0.001862394,0.001995422,0.044261336,0.001376607,-0.377403259,33.52500153,25.53750038,-16.55625153,Good
245.3123988,-1.079485655,-0.082300685,9.342473984,-0.002793591,-0.002793591,0.000931197,0.043189526,0.004286028,-0.379087448,33.63750076,25.48125076,-16.85625076,Good
245.4123988,-1.079485655,-0.082300685,9.361627579,-0.002926619,0.001197253,-0.004389929,0.041505098,0.005204804,-0.379546165,33.61875153,25.36875153,-16.51875114,Good
245.5123988,-1.060631394,-0.082300685,9.361627579,-0.003990844,0.003325704,-0.004655985,0.041045547,0.004209474,-0.3782444,33.5625,25.42500114,-16.61250114,Good
245.6123988,-1.079485655,-0.082300685,9.380781174,0.002660563,-0.001729366,-0.001330281,0.03867197,-0.000690632,-0.372807503,33.54375076,25.50000191,-16.51875114,Good
245.7123988,-1.079485655,-0.082300685,9.380781174,-0.003059648,-0.002660563,0.001064225,0.038519025,-0.003906317,-0.370511055,33.75,25.46250153,-16.76250076,Good
245.8123988,-1.079485655,-0.082300685,9.361627579,0.004389929,0.002261479,-0.001862394,0.039361477,-0.005820416,-0.368979454,33.48750305,25.36875153,-16.875,Good
245.9123988,-1.079485655,-0.082300685,9.342473984,0.001995422,0.00212845,-0.004389929,0.04050982,-0.005054779,-0.370051384,33.63750076,25.29375076,-16.91250038,Good
246.0123988,-1.079485655,-0.101454295,9.380781174,-0.004922042,0.003059648,-0.000133028,0.040586233,-0.004212558,-0.370817184,33.69375229,25.46250153,-16.78125,Good
246.1123988,-1.060631394,-0.082300685,9.361627579,-0.003990844,0.000798169,-0.00212845,0.042117238,-0.00390631,-0.374799728,33.58125305,25.59375191,-16.95000076,Good
246.2123988,-1.079485655,-0.082300685,9.361627579,0.004789013,-0.003857816,0.002660563,0.043036103,-0.004059426,-0.376636505,33.63750076,25.50000191,-16.40625,Good
246.3123988,-1.079485655,-0.082300685,9.380781174,-0.001862394,0.002926619,0.003458732,0.042883277,-0.004748508,-0.376635551,33.61875153,25.48125076,-16.81875038,Good
246.4123988,-1.079485655,-0.082300685,9.361627579,-0.000798169,-0.003458732,-0.003192676,0.042194247,-0.005667277,-0.375105858,33.65625,25.40625191,-16.42500114,Good
246.5123988,-1.060631394,-0.120607913,9.380781174,0.002261479,-0.001064225,0.00146331,0.041734576,-0.007045433,-0.371354103,33.63750076,25.48125076,-16.6875,Good
246.6123988,-1.09863925,-0.043993454,9.380781174,-0.000399084,-0.004522957,0.001330281,0.041811109,-0.005667277,-0.36997509,33.63750076,25.40625191,-16.61250114,Good
246.7123988,-1.060631394,-0.082300685,9.361627579,-0.002394507,0.004922042,-0.004922042,0.042347074,-0.003600046,-0.369362831,33.63750076,25.51875114,-16.70625114,Good
246.8123988,-1.060631394,-0.082300685,9.342473984,0.002793591,0.001995422,0.003724788,0.044108272,-0.002068765,-0.370358467,33.52500153,25.46250153,-16.44375038,Good
246.9123988,-1.079485655,-0.082300685,9.380781174,0.001995422,-0.001197253,0.003857816,0.047094226,-0.00046093,-0.371889114,33.54375076,25.53750038,-16.6875,Good
247.0123988,-1.079485655,-0.063147068,9.361627579,0.001064225,0,0.003458732,0.047323823,0.001835987,-0.373269081,33.5625,25.48125076,-16.61250114,Good
247.1123988,-1.04147768,-0.063147068,9.361627579,0.003325704,0.000665141,-0.003990844,0.048625469,0.003214128,-0.375717163,33.5625,25.44375038,-16.78125,Good
247.2123988,-1.060631394,-0.082300685,9.361627579,-0.001330281,0.002527535,-0.001596338,0.049927115,0.002448492,-0.377325058,33.60000229,25.48125076,-16.36875153,Good
247.3123988,-1.060631394,-0.082300685,9.342473984,-0.001330281,-0.000665141,0.001862394,0.051917791,-0.000996873,-0.380157471,33.52500153,25.38750076,-16.65000153,Good
247.4123988,-1.060631394,-0.101454295,9.342473984,0.000798169,-0.002926619,0.001197253,0.054750562,-0.002681293,-0.38260746,33.73125076,25.46250153,-16.70625114,Good
247.5123988,-1.060631394,-0.063147068,9.361627579,-0.004123873,0.003192676,-0.000532113,0.05681777,-0.002834424,-0.38444519,33.5625,25.46250153,-16.93125153,Good
247.6123988,-1.079485655,-0.082300685,9.361627579,-0.004123873,0.004123873,-0.000399084,0.056052089,-0.00260473,-0.385210991,33.69375229,25.48125076,-16.48125076,Good
247.7123988,-1.060631394,-0.082300685,9.361627579,-0.004922042,0.002394507,0.003857816,0.055056691,-0.003064111,-0.38589859,33.71250153,25.27500153,-16.57500076,Good
247.8123988,-1.060631394,-0.082300685,9.342473984,-0.004123873,-0.003458732,0.000133028,0.052223921,-0.004059441,-0.386435509,33.50625229,25.42500114,-16.63125038,Good
247.9123988,-1.079485655,-0.063147068,9.380781174,0.002261479,-0.004256901,-0.001995422,0.04939115,-0.00337036,-0.383908272,33.73125076,25.57500076,-16.63125038,Good
248.0123988,-1.060631394,-0.063147068,9.380781174,-0.004922042,-0.003857816,0.001995422,0.047170639,-0.002834417,-0.380235672,33.69375229,25.40625191,-16.80000114,Good
248.1123988,-1.060631394,-0.082300685,9.361627579,0.002527535,-0.00212845,-0.002527535,0.047323704,-0.002757862,-0.377938271,33.5625,25.36875153,-16.61250114,Good
248.2123988,-1.079485655,-0.101454295,9.361627579,-0.004256901,-0.001596338,-0.001596338,0.045180082,-0.002681293,-0.375030518,33.71250153,25.44375038,-16.48125076,Good
248.3123988,-1.079485655,-0.082300685,9.361627579,0.004789013,-0.003192676,-0.003325704,0.043725491,-0.00206878,-0.373192787,33.67500305,25.48125076,-16.83750153,Good
248.4123988,-1.060631394,-0.082300685,9.380781174,0.004389929,-0.00359176,0.000266056,0.043572187,-0.001762517,-0.372349739,33.63750076,25.38750076,-16.875,Good
248.5123988,-1.060631394,-0.082300685,9.361627579,0.002261479,0.00146331,0.003325704,0.043112636,-0.002987549,-0.373649597,33.67500305,25.65000153,-16.63125038,Good
248.6123988,-1.079485655,-0.082300685,9.361627579,0.003325704,-0.004123873,-0.003857816,0.041351676,-0.006356366,-0.374874115,33.71250153,25.61250114,-16.61250114,Good
248.7123988,-1.060631394,-0.101454295,9.361627579,-0.002394507,-0.00359176,0.00146331,0.042040944,-0.007581383,-0.373726845,33.58125305,25.31250191,-16.53750038,Good
248.8123988,-1.060631394,-0.063147068,9.380781174,0.004256901,0.001197253,0.002394507,0.044414401,-0.006892309,-0.372346878,33.71250153,25.53750038,-16.51875114,Good
248.9123988,-1.079485655,-0.063147068,9.342473984,0.00146331,-0.000399084,-0.003192676,0.045715928,-0.004595384,-0.371505737,33.58125305,25.50000191,-16.6875,Good
249.0123988,-1.079485655,-0.101454295,9.361627579,-0.002527535,-0.004123873,-0.004123873,0.046787858,-0.002910979,-0.371275902,33.63750076,25.40625191,-16.33125114,Good
249.1123988,-1.09863925,-0.101454295,9.361627579,0.00359176,0.000798169,-0.000798169,0.045639515,-0.003523484,-0.372272491,33.60000229,25.40625191,-16.61250114,Good
249.2123988,-1.079485655,-0.101454295,9.361627579,-0.001330281,0.001197253,0.001995422,0.044337869,-0.00337036,-0.374186516,33.58125305,25.55625153,-16.48125076,Good
249.3123988,-1.060631394,-0.082300685,9.342473984,-0.004922042,-0.000798169,0.000665141,0.043572187,-0.003523491,-0.377018929,33.52500153,25.55625153,-16.61250114,Good
249.4123988,-1.079485655,-0.101454295,9.342473984,-0.004789013,-0.001330281,-0.002261479,0.04326582,-0.005054772,-0.379238129,33.60000229,25.38750076,-16.55625153,Good
249.5123988,-1.079485655,-0.063147068,9.361627579,-0.004256901,0.003059648,-0.002926619,0.041658044,-0.008500166,-0.379622459,33.58125305,25.61250114,-16.65000153,Good
249.6123988,-1.060631394,-0.101454295,9.380781174,0.003458732,-0.002527535,-0.001596338,0.043265939,-0.008347027,-0.378550529,33.73125076,25.48125076,-16.63125038,Good
249.7123988,-1.079485655,-0.063147068,9.361627579,-0.000532113,-0.000133028,0.004922042,0.045256495,-0.007657945,-0.376712799,33.65625,25.50000191,-16.78125,Good
249.8123988,-1.060631394,-0.063147068,9.342473984,-0.000798169,-0.004789013,0.004389929,0.045945525,-0.006203219,-0.375104904,33.58125305,25.36875153,-16.63125038,Good
249.9123988,-1.04147768,-0.082300685,9.342473984,-0.001330281,0.003990844,-0.002660563,0.048625588,-0.001456261,-0.374494553,33.76875305,25.59375191,-16.55625153,Good
250.0123988,-1.060631394,-0.063147068,9.342473984,0.003458732,-0.000532113,0.002394507,0.051228881,0.001835987,-0.375640869,33.5625,25.42500114,-16.76250076,Good
250.1123988,-1.060631394,-0.063147068,9.361627579,0.000266056,-0.003990844,0.003192676,0.052453876,0.005434491,-0.377707481,33.60000229,25.48125076,-16.83750153,Good
250.2123988,-1.079485655,-0.063147068,9.361627579,0.002793591,0.002660563,0.001729366,0.052759886,0.007961124,-0.37946701,33.63750076,25.55625153,-16.5,Good
250.3123988,-1.079485655,-0.082300685,9.361627579,0.001330281,0.000266056,0.001064225,0.051764488,0.009033009,-0.380619049,33.63750076,25.42500114,-16.74375153,Good
250.4123988,-1.060631394,-0.082300685,9.361627579,0.001729366,-0.004655985,0.001330281,0.051075459,0.008803308,-0.380235672,33.63750076,25.48125076,-16.6875,Good
250.5123988,-1.079485655,-0.063147068,9.361627579,-0.001197253,0.003990844,0.000665141,0.050386667,0.00995177,-0.379546165,33.50625229,25.50000191,-16.78125,Good
250.6123988,-1.079485655,-0.082300685,9.342473984,-0.004655985,-0.002527535,-0.003724788,0.049544334,0.010793984,-0.379545212,33.60000229,25.70625114,-16.76250076,Good
250.7123988,-1.060631394,-0.082300685,9.361627579,-0.003325704,-0.001596338,0.002527535,0.048548818,0.01110024,-0.380157471,33.69375229,25.61250114,-16.76250076,Good
250.8123988,-1.079485655,-0.101454295,9.342473984,0.00146331,-0.004123873,-0.003990844,0.047477007,0.008803323,-0.382684708,33.71250153,25.42500114,-16.63125038,Good
250.9123988,-1.079485655,-0.082300685,9.342473984,0.000665141,-0.001995422,-0.001729366,0.045639515,0.007195473,-0.384062767,33.65625,25.29375076,-16.65000153,Good
251.0123988,-1.079485655,-0.082300685,9.361627579,-0.002793591,-0.002660563,-0.004389929,0.043801904,0.005051687,-0.384904861,33.73125076,25.42500114,-16.83750153,Good
251.1123988,-1.060631394,-0.082300685,9.342473984,-0.002793591,0.002793591,-0.003325704,0.043725252,0.002678186,-0.384599686,33.60000229,25.36875153,-16.42500114,Good
251.2123988,-1.079485655,-0.063147068,9.361627579,0.002793591,0.000266056,0.001330281,0.043265939,0.001835987,-0.38038826,33.65625,25.63125038,-16.89375114,Good
251.3123988,-1.060631394,-0.101454295,9.361627579,-0.000133028,0.004655985,-0.000665141,0.042500496,0.002065681,-0.377707481,33.76875305,25.46250153,-16.72500038,Good
251.4123988,-1.060631394,-0.082300685,9.361627579,-0.002660563,-0.004123873,0.001064225,0.042959929,0.000764087,-0.375487328,33.60000229,25.53750038,-16.57500076,Good
251.5123988,-1.079485655,-0.082300685,9.361627579,0.001197253,0.000532113,0.00212845,0.042500377,-0.001226567,-0.374875069,33.63750076,25.42500114,-16.81875038,Good
251.6123988,-1.060631394,-0.063147068,9.380781174,-0.000931197,-0.001729366,0.00359176,0.040739179,-0.004135996,-0.374108315,33.58125305,25.51875114,-16.5,Good
251.7123988,-1.079485655,-0.082300685,9.342473984,0.000798169,0.004922042,0.00212845,0.041198611,-0.005437605,-0.375181198,33.71250153,25.46250153,-16.63125038,Good
251.8123988,-1.04147768,-0.043993454,9.380781174,-0.001330281,-0.004389929,-0.001064225,0.043112636,-0.005131342,-0.377018929,33.60000229,25.55625153,-16.6875,Good
251.9123988,-1.079485655,-0.082300685,9.342473984,-0.004922042,-0.002926619,0.001862394,0.045026779,-0.002681285,-0.3782444,33.69375229,25.40625191,-16.63125038,Good
252.0123988,-1.079485655,-0.082300685,9.380781174,0.002926619,0.003059648,-0.002261479,0.046787858,-0.000154682,-0.378932953,33.63750076,25.18125153,-16.44375038,Good
252.1123988,-1.060631394,-0.082300685,9.380781174,0.000798169,0.002261479,-0.000532113,0.049926996,0.001835987,-0.378091812,33.61875153,25.44375038,-16.61250114,Good
252.2123988,-1.060631394,-0.082300685,9.342473984,0.001064225,-0.000532113,0.002926619,0.052913189,0.001453169,-0.378704071,33.67500305,25.66875076,-16.89375114,Good
252.3123988,-1.060631394,-0.101454295,9.342473984,0.003857816,-0.002394507,-0.002926619,0.054980397,-0.000690624,-0.380159378,33.71250153,25.36875153,-16.63125038,Good
252.4123988,-1.060631394,-0.082300685,9.361627579,0.002527535,-0.003059648,-0.003857816,0.055975676,-0.003140658,-0.380311012,33.69375229,25.46250153,-16.51875114,Good
252.5123988,-1.04147768,-0.082300685,9.342473984,0.001330281,0.004123873,0,0.057507038,-0.004825085,-0.381917953,33.5625,25.36875153,-16.66875076,Good
252.6123988,-1.060631394,-0.082300685,9.361627579,0.003990844,0.00359176,0.002527535,0.057660222,-0.003829755,-0.383985519,33.5625,25.36875153,-16.66875076,Good
252.7123988,-1.079485655,-0.082300685,9.361627579,-0.001197253,0.002660563,0.000532113,0.055363178,-0.003370374,-0.383909225,33.75,25.40625191,-16.63125038,Good
252.8123988,-1.060631394,-0.082300685,9.342473984,0.000133028,0.000532113,0,0.05253005,-0.003523499,-0.382071495,33.54375076,25.46250153,-16.46250153,Good
252.9123988,-1.060631394,-0.063147068,9.342473984,-0.00359176,-0.000798169,-0.000399084,0.050539494,-0.001303129,-0.381766319,33.46875,25.50000191,-16.80000114,Good
253.0123988,-1.079485655,-0.082300685,9.342473984,0.004922042,-0.001729366,-0.000798169,0.049084902,-0.00046093,-0.382608414,33.69375229,25.51875114,-16.53750038,Good
253.1123988,-1.079485655,-0.063147068,9.342473984,0.002926619,-0.002527535,-0.002394507,0.046328545,-0.000307806,-0.383143425,33.63750076,25.29375076,-16.59375,Good
253.2123988,-1.04147768,-0.063147068,9.361627579,0.001862394,-0.002527535,-0.003192676,0.045716047,0.000534393,-0.383144379,33.63750076,25.40625191,-16.74375153,Good
253.3123988,-1.060631394,-0.043993454,9.361627579,-0.001729366,-0.002660563,0.001064225,0.048855186,0.006812647,-0.383834839,33.67500305,25.44375038,-16.5,Good
253.4123988,-1.060631394,-0.082300685,9.342473984,0.000931197,0.004922042,-0.000399084,0.047706723,0.00842049,-0.382456779,33.76875305,25.50000191,-16.81875038,Good
253.5123988,-1.079485655,-0.101454295,9.361627579,0.004655985,-0.001862394,-0.003724788,0.047323704,0.007578284,-0.38031292,33.63750076,25.25625038,-16.46250153,Good
253.6123988,-1.060631394,-0.043993454,9.361627579,0.001862394,-0.002261479,0.003325704,0.048548698,0.007348597,-0.377633095,33.71250153,25.42500114,-16.70625114,Good
253.7123988,-1.060631394,-0.082300685,9.361627579,-0.000133028,0.004522957,-0.001995422,0.049467444,0.007731415,-0.376331329,33.71250153,25.31250191,-16.5,Good
253.8123988,-1.060631394,-0.063147068,9.361627579,0.004123873,-0.003724788,-0.002926619,0.044797182,0.007884547,-0.373879433,33.82500076,25.72500038,-17.34375,Good
253.9123988,-1.060631394,-0.063147068,9.361627579,-0.004256901,-0.001862394,-0.001995422,0.043878555,0.007807992,-0.373650551,33.71250153,25.66875076,-17.55000114,Good
254.0123988,-1.079485655,-0.082300685,9.380781174,-0.002527535,-0.000399084,-0.001197253,0.043725252,0.008037679,-0.372732162,33.65625,25.44375038,-17.45625114,Good
254.1123988,-1.09863925,-0.101454295,9.342473984,0.000532113,0.003857816,-0.001064225,0.042500257,0.006429829,-0.370895386,33.75,25.59375191,-17.41875076,Good
254.2123988,-1.060631394,-0.043993454,9.342473984,0.001064225,-0.002261479,0.000266056,0.041581631,0.005357936,-0.372119904,33.61875153,25.74375153,-17.51250076,Good
254.3123988,-1.060631394,-0.082300685,9.380781174,0.00146331,-0.004123873,0.004389929,0.043342471,0.006429836,-0.373574257,33.80625153,25.35000038,-16.76250076,Good
254.4123988,-1.060631394,-0.043993454,9.342473984,0.001596338,-0.003059648,0.003059648,0.044643998,0.007348612,-0.374339104,33.73125076,25.44375038,-17.02500153,Good
254.5123988,-1.060631394,-0.082300685,9.342473984,-0.002926619,0.004922042,0.001596338,0.046098828,0.008879885,-0.376176834,33.71250153,25.38750076,-16.44375038,Good
254.6123988,-1.04147768,-0.063147068,9.361627579,0.001596338,-0.000665141,0.001596338,0.050999045,0.013090894,-0.379928589,33.76875305,25.36875153,-16.40625,Good
254.7123988,-1.060631394,-0.043993454,9.342473984,-0.000665141,-0.002261479,0.001862394,0.053142905,0.014622182,-0.379240036,33.67500305,25.36875153,-16.61250114,Good
254.8123988,-1.04147768,-0.082300685,9.342473984,0.001064225,0.000266056,-0.003059648,0.053985119,0.014315918,-0.379621506,33.67500305,25.40625191,-16.44375038,Good
254.9123988,-1.060631394,-0.082300685,9.342473984,0.001995422,-0.004522957,-0.004655985,0.055363417,0.012554951,-0.380462646,33.67500305,25.40625191,-16.42500114,Good
255.0123988,-1.079485655,-0.082300685,9.361627579,-0.000931197,-0.002394507,0.003325704,0.054061532,0.010258034,-0.378703117,33.58125305,25.44375038,-16.91250038,Good
255.1123988,-1.060631394,-0.063147068,9.361627579,-0.002660563,0.004789013,-0.000266056,0.051994205,0.01048772,-0.3782444,33.76875305,25.65000153,-16.55625153,Good
255.2123988,-1.04147768,-0.063147068,9.361627579,0.001729366,-0.000399084,0.00212845,0.050156832,0.01056429,-0.378168106,33.61875153,25.48125076,-16.875,Good
255.3123988,-1.09863925,-0.063147068,9.342473984,-0.000665141,0.003857816,0.001995422,0.04724741,0.010947116,-0.377938271,33.63750076,25.33125114,-16.35000038,Good
255.4123988,-1.060631394,-0.082300685,9.380781174,0.004922042,-0.001064225,-0.000798169,0.044337869,0.011483051,-0.37709713,33.78750229,25.35000038,-17.02500153,Good
255.5123988,-1.060631394,-0.101454295,9.361627579,-0.002660563,-0.004522957,-0.001729366,0.043189287,0.007042341,-0.376866341,33.69375229,25.65000153,-16.5,Good
255.6123988,-1.079485655,-0.082300685,9.361627579,-0.003458732,0.003059648,-0.004655985,0.042883158,0.00290788,-0.377248764,33.80625153,25.48125076,-16.81875038,Good
255.7123988,-1.079485655,-0.063147068,9.361627579,0.001197253,0.000399084,0.003059648,0.041581631,-0.000384375,-0.376865387,33.67500305,25.40625191,-16.91250038,Good
255.8123988,-1.060631394,-0.043993454,9.323320389,-0.004123873,0.002394507,-0.000665141,0.042117596,-0.003217228,-0.378320694,33.76875305,25.35000038,-16.85625076,Good
255.9123988,-1.060631394,-0.101454295,9.342473984,0.000798169,-0.00146331,-0.003458732,0.045715928,-0.006203242,-0.381766319,33.63750076,25.21875191,-16.51875114,Good
256.0123988,-1.079485655,-0.082300685,9.342473984,-0.000931197,-0.000133028,0.002926619,0.04540956,-0.004748516,-0.383603096,33.67500305,25.46250153,-16.85625076,Good
256.1123988,-1.060631394,-0.101454295,9.380781174,-0.004655985,0.002926619,-0.004789013,0.04579246,-0.002757847,-0.385287285,33.63750076,25.53750038,-17.49375153,Good
256.2123988,-1.079485655,-0.043993454,9.361627579,-0.002527535,0.002527535,0.00212845,0.04755342,-0.001456261,-0.387276649,33.73125076,25.44375038,-17.17500114,Good
256.3123988,-1.079485655,-0.063147068,9.361627579,-0.003325704,-0.002394507,-0.00359176,0.048319221,0.001912564,-0.386588097,33.78750229,25.50000191,-16.72500038,Good
256.4123988,-1.060631394,-0.063147068,9.361627579,-0.003724788,-0.001729366,-0.000266056,0.048242688,0.005281374,-0.383450508,33.60000229,25.36875153,-16.42500114,Good
256.5123988,-1.04147768,-0.063147068,9.361627579,0.004522957,-0.002660563,0.000665141,0.050003767,0.008343935,-0.381077766,33.61875153,25.46250153,-16.51875114,Good
256.6123988,-1.060631394,-0.024839843,9.361627579,0.003458732,0.004389929,-0.000665141,0.051917911,0.011636183,-0.379240036,33.50625229,25.44375038,-16.78125,Good
256.7123988,-1.060631394,-0.082300685,9.361627579,-0.003724788,0.003192676,0.000266056,0.052530408,0.013244025,-0.377707481,33.75,25.35000038,-16.81875038,Good
256.8123988,-1.079485655,-0.101454295,9.361627579,-0.002527535,0.004123873,-0.002261479,0.051611423,0.009722084,-0.372578621,33.67500305,25.40625191,-16.55625153,Good
256.9123988,-1.079485655,-0.120607913,9.380781174,0.004256901,0.001596338,-0.003458732,0.049161434,0.004362606,-0.370510101,33.75,25.31250191,-16.74375153,Good
257.0123988,-1.079485655,-0.082300685,9.342473984,-0.003458732,0.003458732,0,0.04548645,0.00061097,-0.370818138,33.5625,25.35000038,-17.02500153,Good
257.1123988,-1.060631394,-0.101454295,9.361627579,-0.002394507,0.001197253,0.002926619,0.042653561,-0.00206878,-0.372808456,33.60000229,25.20000076,-16.53750038,Good
257.2123988,-1.060631394,-0.082300685,9.380781174,-0.00359176,-0.000665141,0.003458732,0.044337869,-0.007811069,-0.372961044,33.50625229,25.46250153,-17.10000038,Good
257.3123988,-1.022324085,-0.063147068,9.342473984,-0.001995422,-0.001197253,-0.003857816,0.048012972,-0.006586052,-0.374340057,33.78750229,25.35000038,-17.00625038,Good
257.4123988,-1.060631394,-0.101454295,9.361627579,0.000399084,0.004922042,-0.001596338,0.052223921,-0.003906317,-0.377554893,33.71250153,25.31250191,-16.61250114,Good
257.5123988,-1.060631394,-0.082300685,9.361627579,-0.003325704,0.000665141,-0.002527535,0.055439711,-0.003293797,-0.379240036,33.61875153,25.40625191,-16.29375076,Good
257.6123988,-1.060631394,-0.063147068,9.361627579,-0.004922042,-0.003325704,0.001729366,0.056664705,-0.000231236,-0.37831974,33.88125229,25.40625191,-16.70625114,Good
257.7123988,-1.060631394,-0.101454295,9.342473984,-0.004655985,0.003192676,-0.000532113,0.055592656,0.001529723,-0.379926682,33.75,25.35000038,-16.66875076,Good
257.8123988,-1.079485655,-0.063147068,9.361627579,0.002793591,0.000399084,0.00359176,0.052376986,0.002142243,-0.381305695,33.84375,25.29375076,-16.70625114,Good
257.9123988,-1.079485655,-0.082300685,9.361627579,0.00146331,0.001064225,0.000798169,0.048931718,0.002831317,-0.38153553,33.58125305,25.29375076,-16.44375038,Good
258.0123988,-1.060631394,-0.082300685,9.361627579,-0.000266056,0.000798169,-0.00146331,0.048242688,0.004362598,-0.38153553,33.75,25.31250191,-16.55625153,Good
258.1123988,-1.060631394,-0.082300685,9.361627579,0.004522957,0.000665141,-0.001596338,0.050003648,0.004209481,-0.380925179,33.73125076,25.51875114,-16.70625114,Good
258.2123988,-1.060631394,-0.082300685,9.342473984,-0.004789013,0.003458732,-0.002394507,0.050462961,0.004362606,-0.380696297,33.71250153,25.70625114,-17.00625038,Good
258.3123988,-1.079485655,-0.082300685,9.380781174,0.004922042,-0.004522957,-0.003458732,0.050386429,0.003826655,-0.380083084,33.63750076,25.46250153,-17.0625,Good
258.4123988,-1.079485655,-0.082300685,9.361627579,0,-0.003325704,-0.004789013,0.049926996,0.003061019,-0.379087448,33.63750076,25.46250153,-16.63125038,Good
258.5123988,-1.060631394,-0.063147068,9.342473984,0.003990844,0.004922042,-0.004389929,0.051075459,0.004209474,-0.381000519,33.73125076,25.33125114,-16.53750038,Good
258.6123988,-1.060631394,-0.063147068,9.342473984,-0.00212845,-0.000665141,0.00359176,0.051994324,0.004898541,-0.382608414,33.65625,25.44375038,-16.85625076,Good
258.7123988,-1.079485655,-0.082300685,9.361627579,-0.002926619,-0.000133028,-0.00146331,0.052300692,0.00505168,-0.381842613,33.80625153,25.25625038,-16.80000114,Good
258.8123988,-1.079485655,-0.082300685,9.361627579,-0.004123873,0.000133028,0.002793591,0.052683234,0.005128242,-0.379775047,33.75,25.38750076,-16.42500114,Good
258.9123988,-1.060631394,-0.082300685,9.361627579,-0.002527535,0.003192676,0.004123873,0.053984761,0.006353259,-0.379469872,33.61875153,25.27500153,-16.55625153,Good
259.0123988,-1.09863925,-0.063147068,9.361627579,-0.003192676,0.004522957,-0.000798169,0.051764607,0.005893871,-0.376636505,33.69375229,25.40625191,-16.80000114,Good
259.1123988,-1.079485655,-0.120607913,9.380781174,0.000798169,-0.000532113,0.001862394,0.047783375,0.002601638,-0.37288475,33.71250153,25.48125076,-16.55625153,Good
259.2123988,-1.079485655,-0.082300685,9.361627579,-0.004655985,-0.002527535,0.002261479,0.044491053,-0.001456261,-0.371582985,33.63750076,25.59375191,-16.63125038,Good
259.3123988,-1.079485655,-0.101454295,9.380781174,-0.000133028,0.004522957,0.004256901,0.040586114,-0.005820408,-0.373038292,33.73125076,25.42500114,-16.5,Good
259.4123988,-1.060631394,-0.101454295,9.342473984,-0.003724788,-0.000931197,0.000133028,0.038901806,-0.008193903,-0.371891022,33.76875305,25.46250153,-16.65000153,Good
259.5123988,-1.079485655,-0.120607913,9.361627579,-0.003857816,0.003192676,0.003192676,0.038212538,-0.010490805,-0.371736526,33.5625,25.35000038,-16.57500076,Good
259.6123988,-1.079485655,-0.082300685,9.361627579,0.001197253,-0.000931197,0.002793591,0.037906289,-0.009648606,-0.373343468,33.67500305,25.46250153,-16.5,Good
259.7123988,-1.079485655,-0.082300685,9.361627579,-0.004789013,-0.001596338,0.001064225,0.037446856,-0.007734507,-0.375105858,33.67500305,25.44375038,-16.76250076,Good
259.8123988,-1.079485655,-0.101454295,9.361627579,0.001197253,0.004922042,0.004389929,0.035915613,-0.00704544,-0.375716209,33.58125305,25.50000191,-16.80000114,Good
259.9123988,-1.079485655,-0.101454295,9.361627579,-0.004789013,0.004389929,-0.004389929,0.035073519,-0.008040771,-0.375564575,33.67500305,25.59375191,-17.19375038,Good
260.0123988,-1.079485655,-0.082300685,9.361627579,0.003990844,-0.000399084,-0.004655985,0.03476727,-0.009036101,-0.374645233,33.71250153,25.50000191,-17.32500076,Good
260.1123988,-1.060631394,-0.082300685,9.361627579,-0.003059648,0.002527535,0.003857816,0.03515017,-0.010108002,-0.373497009,33.65625,25.33125114,-16.65000153,Good
260.2123988,-1.060631394,-0.101454295,9.361627579,-0.002660563,-0.002660563,0.002527535,0.038365722,-0.013553374,-0.371047974,33.60000229,25.91250038,-16.78125,Good
260.3123988,-1.079485655,-0.120607913,9.380781174,-0.003857816,-0.003857816,0.003990844,0.039284468,-0.016692497,-0.369747162,33.80625153,25.40625191,-16.53750038,Good
260.4123988,-1.079485655,-0.101454295,9.361627579,-0.000399084,-0.003325704,-0.002793591,0.039361119,-0.018453471,-0.368750572,33.65625,25.36875153,-16.51875114,Good
260.5123988,-1.079485655,-0.082300685,9.380781174,0.003059648,-0.004123873,0.001995422,0.038365841,-0.01822377,-0.367832184,33.60000229,25.57500076,-16.46250153,Good
260.6123988,-1.079485655,-0.120607913,9.380781174,0.003325704,0.00212845,-0.000665141,0.036375284,-0.024119206,-0.3645401,33.65625,25.40625191,-16.46250153,Good
